game_id,date,white,black,white_elo,black_elo,time_control,termination,result,half_move,move,move_uci,fen_before,fen_after,clock,clock_delta
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,1,e4,e2e4,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,300,-0.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,2,d6,d7d6,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,300,-0.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,3,d4,d2d4,rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/3p4/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,298,2.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,4,Nf6,g8f6,rnbqkbnr/ppp1pppp/3p4/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,299,1.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,5,Nc3,b1c3,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 2 3,297,1.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,6,g6,g7g6,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 2 3,rnbqkb1r/ppp1pp1p/3p1np1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,298,1.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,7,Bg5,c1g5,rnbqkb1r/ppp1pp1p/3p1np1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,rnbqkb1r/ppp1pp1p/3p1np1/6B1/3PP3/2N5/PPP2PPP/R2QKBNR b KQkq - 1 4,296,1.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,8,Bg7,f8g7,rnbqkb1r/ppp1pp1p/3p1np1/6B1/3PP3/2N5/PPP2PPP/R2QKBNR b KQkq - 1 4,rnbqk2r/ppp1ppbp/3p1np1/6B1/3PP3/2N5/PPP2PPP/R2QKBNR w KQkq - 2 5,297,1.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,9,Nf3,g1f3,rnbqk2r/ppp1ppbp/3p1np1/6B1/3PP3/2N5/PPP2PPP/R2QKBNR w KQkq - 2 5,rnbqk2r/ppp1ppbp/3p1np1/6B1/3PP3/2N2N2/PPP2PPP/R2QKB1R b KQkq - 3 5,293,3.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,10,Nc6,b8c6,rnbqk2r/ppp1ppbp/3p1np1/6B1/3PP3/2N2N2/PPP2PPP/R2QKB1R b KQkq - 3 5,r1bqk2r/ppp1ppbp/2np1np1/6B1/3PP3/2N2N2/PPP2PPP/R2QKB1R w KQkq - 4 6,295,2.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,11,Qd2,d1d2,r1bqk2r/ppp1ppbp/2np1np1/6B1/3PP3/2N2N2/PPP2PPP/R2QKB1R w KQkq - 4 6,r1bqk2r/ppp1ppbp/2np1np1/6B1/3PP3/2N2N2/PPPQ1PPP/R3KB1R b KQkq - 5 6,291,2.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,12,Bg4,c8g4,r1bqk2r/ppp1ppbp/2np1np1/6B1/3PP3/2N2N2/PPPQ1PPP/R3KB1R b KQkq - 5 6,r2qk2r/ppp1ppbp/2np1np1/6B1/3PP1b1/2N2N2/PPPQ1PPP/R3KB1R w KQkq - 6 7,291,4.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,13,O-O-O,e1c1,r2qk2r/ppp1ppbp/2np1np1/6B1/3PP1b1/2N2N2/PPPQ1PPP/R3KB1R w KQkq - 6 7,r2qk2r/ppp1ppbp/2np1np1/6B1/3PP1b1/2N2N2/PPPQ1PPP/2KR1B1R b kq - 7 7,289,2.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,14,Bxf3,g4f3,r2qk2r/ppp1ppbp/2np1np1/6B1/3PP1b1/2N2N2/PPPQ1PPP/2KR1B1R b kq - 7 7,r2qk2r/ppp1ppbp/2np1np1/6B1/3PP3/2N2b2/PPPQ1PPP/2KR1B1R w kq - 0 8,289,2.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,15,gxf3,g2f3,r2qk2r/ppp1ppbp/2np1np1/6B1/3PP3/2N2b2/PPPQ1PPP/2KR1B1R w kq - 0 8,r2qk2r/ppp1ppbp/2np1np1/6B1/3PP3/2N2P2/PPPQ1P1P/2KR1B1R b kq - 0 8,288,1.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,16,Qd7,d8d7,r2qk2r/ppp1ppbp/2np1np1/6B1/3PP3/2N2P2/PPPQ1P1P/2KR1B1R b kq - 0 8,r3k2r/pppqppbp/2np1np1/6B1/3PP3/2N2P2/PPPQ1P1P/2KR1B1R w kq - 1 9,289,-0.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,17,e5,e4e5,r3k2r/pppqppbp/2np1np1/6B1/3PP3/2N2P2/PPPQ1P1P/2KR1B1R w kq - 1 9,r3k2r/pppqppbp/2np1np1/4P1B1/3P4/2N2P2/PPPQ1P1P/2KR1B1R b kq - 0 9,274,14.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,18,dxe5,d6e5,r3k2r/pppqppbp/2np1np1/4P1B1/3P4/2N2P2/PPPQ1P1P/2KR1B1R b kq - 0 9,r3k2r/pppqppbp/2n2np1/4p1B1/3P4/2N2P2/PPPQ1P1P/2KR1B1R w kq - 0 10,277,12.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,19,d5,d4d5,r3k2r/pppqppbp/2n2np1/4p1B1/3P4/2N2P2/PPPQ1P1P/2KR1B1R w kq - 0 10,r3k2r/pppqppbp/2n2np1/3Pp1B1/8/2N2P2/PPPQ1P1P/2KR1B1R b kq - 0 10,271,3.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,20,Nd4,c6d4,r3k2r/pppqppbp/2n2np1/3Pp1B1/8/2N2P2/PPPQ1P1P/2KR1B1R b kq - 0 10,r3k2r/pppqppbp/5np1/3Pp1B1/3n4/2N2P2/PPPQ1P1P/2KR1B1R w kq - 1 11,268,9.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,21,f4,f3f4,r3k2r/pppqppbp/5np1/3Pp1B1/3n4/2N2P2/PPPQ1P1P/2KR1B1R w kq - 1 11,r3k2r/pppqppbp/5np1/3Pp1B1/3n1P2/2N5/PPPQ1P1P/2KR1B1R b kq - 0 11,264,7.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,22,Nxd5,f6d5,r3k2r/pppqppbp/5np1/3Pp1B1/3n1P2/2N5/PPPQ1P1P/2KR1B1R b kq - 0 11,r3k2r/pppqppbp/6p1/3np1B1/3n1P2/2N5/PPPQ1P1P/2KR1B1R w kq - 0 12,254,14.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,23,fxe5,f4e5,r3k2r/pppqppbp/6p1/3np1B1/3n1P2/2N5/PPPQ1P1P/2KR1B1R w kq - 0 12,r3k2r/pppqppbp/6p1/3nP1B1/3n4/2N5/PPPQ1P1P/2KR1B1R b kq - 0 12,230,34.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,24,Bxe5,g7e5,r3k2r/pppqppbp/6p1/3nP1B1/3n4/2N5/PPPQ1P1P/2KR1B1R b kq - 0 12,r3k2r/pppqpp1p/6p1/3nb1B1/3n4/2N5/PPPQ1P1P/2KR1B1R w kq - 0 13,251,3.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,25,Be3,g5e3,r3k2r/pppqpp1p/6p1/3nb1B1/3n4/2N5/PPPQ1P1P/2KR1B1R w kq - 0 13,r3k2r/pppqpp1p/6p1/3nb3/3n4/2N1B3/PPPQ1P1P/2KR1B1R b kq - 1 13,217,13.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,26,c5,c7c5,r3k2r/pppqpp1p/6p1/3nb3/3n4/2N1B3/PPPQ1P1P/2KR1B1R b kq - 1 13,r3k2r/pp1qpp1p/6p1/2pnb3/3n4/2N1B3/PPPQ1P1P/2KR1B1R w kq - 0 14,230,21.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,27,Bxd4,e3d4,r3k2r/pp1qpp1p/6p1/2pnb3/3n4/2N1B3/PPPQ1P1P/2KR1B1R w kq - 0 14,r3k2r/pp1qpp1p/6p1/2pnb3/3B4/2N5/PPPQ1P1P/2KR1B1R b kq - 0 14,213,4.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,28,cxd4,c5d4,r3k2r/pp1qpp1p/6p1/2pnb3/3B4/2N5/PPPQ1P1P/2KR1B1R b kq - 0 14,r3k2r/pp1qpp1p/6p1/3nb3/3p4/2N5/PPPQ1P1P/2KR1B1R w kq - 0 15,216,14.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,29,Bb5,f1b5,r3k2r/pp1qpp1p/6p1/3nb3/3p4/2N5/PPPQ1P1P/2KR1B1R w kq - 0 15,r3k2r/pp1qpp1p/6p1/1B1nb3/3p4/2N5/PPPQ1P1P/2KR3R b kq - 1 15,211,2.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,30,Bf4,e5f4,r3k2r/pp1qpp1p/6p1/1B1nb3/3p4/2N5/PPPQ1P1P/2KR3R b kq - 1 15,r3k2r/pp1qpp1p/6p1/1B1n4/3p1b2/2N5/PPPQ1P1P/2KR3R w kq - 2 16,205,11.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,31,Bxd7+,b5d7,r3k2r/pp1qpp1p/6p1/1B1n4/3p1b2/2N5/PPPQ1P1P/2KR3R w kq - 2 16,r3k2r/pp1Bpp1p/6p1/3n4/3p1b2/2N5/PPPQ1P1P/2KR3R b kq - 0 16,208,3.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,32,Kxd7,e8d7,r3k2r/pp1Bpp1p/6p1/3n4/3p1b2/2N5/PPPQ1P1P/2KR3R b kq - 0 16,r6r/pp1kpp1p/6p1/3n4/3p1b2/2N5/PPPQ1P1P/2KR3R w - - 0 17,205,-0.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,33,Nxd5,c3d5,r6r/pp1kpp1p/6p1/3n4/3p1b2/2N5/PPPQ1P1P/2KR3R w - - 0 17,r6r/pp1kpp1p/6p1/3N4/3p1b2/8/PPPQ1P1P/2KR3R b - - 0 17,203,5.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,34,Bxd2+,f4d2,r6r/pp1kpp1p/6p1/3N4/3p1b2/8/PPPQ1P1P/2KR3R b - - 0 17,r6r/pp1kpp1p/6p1/3N4/3p4/8/PPPb1P1P/2KR3R w - - 0 18,203,2.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,35,Rxd2,d1d2,r6r/pp1kpp1p/6p1/3N4/3p4/8/PPPb1P1P/2KR3R w - - 0 18,r6r/pp1kpp1p/6p1/3N4/3p4/8/PPPR1P1P/2K4R b - - 0 18,202,1.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,36,Kd6,d7d6,r6r/pp1kpp1p/6p1/3N4/3p4/8/PPPR1P1P/2K4R b - - 0 18,r6r/pp2pp1p/3k2p1/3N4/3p4/8/PPPR1P1P/2K4R w - - 1 19,203,-0.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,37,Nf4,d5f4,r6r/pp2pp1p/3k2p1/3N4/3p4/8/PPPR1P1P/2K4R w - - 1 19,r6r/pp2pp1p/3k2p1/8/3p1N2/8/PPPR1P1P/2K4R b - - 2 19,193,9.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,38,e5,e7e5,r6r/pp2pp1p/3k2p1/8/3p1N2/8/PPPR1P1P/2K4R b - - 2 19,r6r/pp3p1p/3k2p1/4p3/3p1N2/8/PPPR1P1P/2K4R w - - 0 20,199,4.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,39,Nd3,f4d3,r6r/pp3p1p/3k2p1/4p3/3p1N2/8/PPPR1P1P/2K4R w - - 0 20,r6r/pp3p1p/3k2p1/4p3/3p4/3N4/PPPR1P1P/2K4R b - - 1 20,178,15.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,40,Rhc8,h8c8,r6r/pp3p1p/3k2p1/4p3/3p4/3N4/PPPR1P1P/2K4R b - - 1 20,r1r5/pp3p1p/3k2p1/4p3/3p4/3N4/PPPR1P1P/2K4R w - - 2 21,194,5.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,41,Re1,h1e1,r1r5/pp3p1p/3k2p1/4p3/3p4/3N4/PPPR1P1P/2K4R w - - 2 21,r1r5/pp3p1p/3k2p1/4p3/3p4/3N4/PPPR1P1P/2K1R3 b - - 3 21,176,2.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,42,Rc6,c8c6,r1r5/pp3p1p/3k2p1/4p3/3p4/3N4/PPPR1P1P/2K1R3 b - - 3 21,r7/pp3p1p/2rk2p1/4p3/3p4/3N4/PPPR1P1P/2K1R3 w - - 4 22,189,5.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,43,Nxe5,d3e5,r7/pp3p1p/2rk2p1/4p3/3p4/3N4/PPPR1P1P/2K1R3 w - - 4 22,r7/pp3p1p/2rk2p1/4N3/3p4/8/PPPR1P1P/2K1R3 b - - 0 22,173,3.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,44,Rc7,c6c7,r7/pp3p1p/2rk2p1/4N3/3p4/8/PPPR1P1P/2K1R3 b - - 0 22,r7/ppr2p1p/3k2p1/4N3/3p4/8/PPPR1P1P/2K1R3 w - - 1 23,171,18.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,45,Rxd4+,d2d4,r7/ppr2p1p/3k2p1/4N3/3p4/8/PPPR1P1P/2K1R3 w - - 1 23,r7/ppr2p1p/3k2p1/4N3/3R4/8/PPP2P1P/2K1R3 b - - 0 23,166,7.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,46,Kc5,d6c5,r7/ppr2p1p/3k2p1/4N3/3R4/8/PPP2P1P/2K1R3 b - - 0 23,r7/ppr2p1p/6p1/2k1N3/3R4/8/PPP2P1P/2K1R3 w - - 1 24,170,1.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,47,Red1,e1d1,r7/ppr2p1p/6p1/2k1N3/3R4/8/PPP2P1P/2K1R3 w - - 1 24,r7/ppr2p1p/6p1/2k1N3/3R4/8/PPP2P1P/2KR4 b - - 2 24,164,2.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,48,Re8,a8e8,r7/ppr2p1p/6p1/2k1N3/3R4/8/PPP2P1P/2KR4 b - - 2 24,4r3/ppr2p1p/6p1/2k1N3/3R4/8/PPP2P1P/2KR4 w - - 3 25,164,6.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,49,Rc4+,d4c4,4r3/ppr2p1p/6p1/2k1N3/3R4/8/PPP2P1P/2KR4 w - - 3 25,4r3/ppr2p1p/6p1/2k1N3/2R5/8/PPP2P1P/2KR4 b - - 4 25,145,19.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,50,Kb5,c5b5,4r3/ppr2p1p/6p1/2k1N3/2R5/8/PPP2P1P/2KR4 b - - 4 25,4r3/ppr2p1p/6p1/1k2N3/2R5/8/PPP2P1P/2KR4 w - - 5 26,157,7.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,51,Rxc7,c4c7,4r3/ppr2p1p/6p1/1k2N3/2R5/8/PPP2P1P/2KR4 w - - 5 26,4r3/ppR2p1p/6p1/1k2N3/8/8/PPP2P1P/2KR4 b - - 0 26,143,2.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,52,Rxe5,e8e5,4r3/ppR2p1p/6p1/1k2N3/8/8/PPP2P1P/2KR4 b - - 0 26,8/ppR2p1p/6p1/1k2r3/8/8/PPP2P1P/2KR4 w - - 0 27,155,2.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,53,Rxb7+,c7b7,8/ppR2p1p/6p1/1k2r3/8/8/PPP2P1P/2KR4 w - - 0 27,8/pR3p1p/6p1/1k2r3/8/8/PPP2P1P/2KR4 b - - 0 27,141,2.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,54,Kc6,b5c6,8/pR3p1p/6p1/1k2r3/8/8/PPP2P1P/2KR4 b - - 0 27,8/pR3p1p/2k3p1/4r3/8/8/PPP2P1P/2KR4 w - - 1 28,153,2.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,55,Rxa7,b7a7,8/pR3p1p/2k3p1/4r3/8/8/PPP2P1P/2KR4 w - - 1 28,8/R4p1p/2k3p1/4r3/8/8/PPP2P1P/2KR4 b - - 0 28,139,2.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,56,Re2,e5e2,8/R4p1p/2k3p1/4r3/8/8/PPP2P1P/2KR4 b - - 0 28,8/R4p1p/2k3p1/8/8/8/PPP1rP1P/2KR4 w - - 1 29,150,3.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,57,Rxf7,a7f7,8/R4p1p/2k3p1/8/8/8/PPP1rP1P/2KR4 w - - 1 29,8/5R1p/2k3p1/8/8/8/PPP1rP1P/2KR4 b - - 0 29,137,2.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,58,Kc5,c6c5,8/5R1p/2k3p1/8/8/8/PPP1rP1P/2KR4 b - - 0 29,8/5R1p/6p1/2k5/8/8/PPP1rP1P/2KR4 w - - 1 30,147,3.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,59,Rxh7,f7h7,8/5R1p/6p1/2k5/8/8/PPP1rP1P/2KR4 w - - 1 30,8/7R/6p1/2k5/8/8/PPP1rP1P/2KR4 b - - 0 30,133,4.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,60,Rxf2,e2f2,8/7R/6p1/2k5/8/8/PPP1rP1P/2KR4 b - - 0 30,8/7R/6p1/2k5/8/8/PPP2r1P/2KR4 w - - 0 31,145,2.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,61,Rg7,h7g7,8/7R/6p1/2k5/8/8/PPP2r1P/2KR4 w - - 0 31,8/6R1/6p1/2k5/8/8/PPP2r1P/2KR4 b - - 1 31,132,1.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,62,Rg2,f2g2,8/6R1/6p1/2k5/8/8/PPP2r1P/2KR4 b - - 1 31,8/6R1/6p1/2k5/8/8/PPP3rP/2KR4 w - - 2 32,144,1.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,63,b3,b2b3,8/6R1/6p1/2k5/8/8/PPP3rP/2KR4 w - - 2 32,8/6R1/6p1/2k5/8/1P6/P1P3rP/2KR4 b - - 0 32,125,7.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,64,Rxh2,g2h2,8/6R1/6p1/2k5/8/1P6/P1P3rP/2KR4 b - - 0 32,8/6R1/6p1/2k5/8/1P6/P1P4r/2KR4 w - - 0 33,143,1.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,65,Kb2,c1b2,8/6R1/6p1/2k5/8/1P6/P1P4r/2KR4 w - - 0 33,8/6R1/6p1/2k5/8/1P6/PKP4r/3R4 b - - 1 33,124,1.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,66,Re2,h2e2,8/6R1/6p1/2k5/8/1P6/PKP4r/3R4 b - - 1 33,8/6R1/6p1/2k5/8/1P6/PKP1r3/3R4 w - - 2 34,141,2.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,67,Rxg6,g7g6,8/6R1/6p1/2k5/8/1P6/PKP1r3/3R4 w - - 2 34,8/8/6R1/2k5/8/1P6/PKP1r3/3R4 b - - 0 34,121,3.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,68,Kb4,c5b4,8/8/6R1/2k5/8/1P6/PKP1r3/3R4 b - - 0 34,8/8/6R1/8/1k6/1P6/PKP1r3/3R4 w - - 1 35,140,1.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,69,Rg4+,g6g4,8/8/6R1/8/1k6/1P6/PKP1r3/3R4 w - - 1 35,8/8/8/8/1k4R1/1P6/PKP1r3/3R4 b - - 2 35,120,1.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,70,Kc5,b4c5,8/8/8/8/1k4R1/1P6/PKP1r3/3R4 b - - 2 35,8/8/8/2k5/6R1/1P6/PKP1r3/3R4 w - - 3 36,139,1.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,71,Rf1,d1f1,8/8/8/2k5/6R1/1P6/PKP1r3/3R4 w - - 3 36,8/8/8/2k5/6R1/1P6/PKP1r3/5R2 b - - 4 36,117,3.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,72,Re5,e2e5,8/8/8/2k5/6R1/1P6/PKP1r3/5R2 b - - 4 36,8/8/8/2k1r3/6R1/1P6/PKP5/5R2 w - - 5 37,137,2.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,73,b4+,b3b4,8/8/8/2k1r3/6R1/1P6/PKP5/5R2 w - - 5 37,8/8/8/2k1r3/1P4R1/8/PKP5/5R2 b - - 0 37,111,6.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,74,Kb5,c5b5,8/8/8/2k1r3/1P4R1/8/PKP5/5R2 b - - 0 37,8/8/8/1k2r3/1P4R1/8/PKP5/5R2 w - - 1 38,133,4.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,75,Rfg1,f1g1,8/8/8/1k2r3/1P4R1/8/PKP5/5R2 w - - 1 38,8/8/8/1k2r3/1P4R1/8/PKP5/6R1 b - - 2 38,103,8.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,76,Ka4,b5a4,8/8/8/1k2r3/1P4R1/8/PKP5/6R1 b - - 2 38,8/8/8/4r3/kP4R1/8/PKP5/6R1 w - - 3 39,129,4.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,77,Rg5,g4g5,8/8/8/4r3/kP4R1/8/PKP5/6R1 w - - 3 39,8/8/8/4r1R1/kP6/8/PKP5/6R1 b - - 4 39,99,4.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,78,Re4,e5e4,8/8/8/4r1R1/kP6/8/PKP5/6R1 b - - 4 39,8/8/8/6R1/kP2r3/8/PKP5/6R1 w - - 5 40,115,14.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,79,a3,a2a3,8/8/8/6R1/kP2r3/8/PKP5/6R1 w - - 5 40,8/8/8/6R1/kP2r3/P7/1KP5/6R1 b - - 0 40,89,10.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,80,Rc4,e4c4,8/8/8/6R1/kP2r3/P7/1KP5/6R1 b - - 0 40,8/8/8/6R1/kPr5/P7/1KP5/6R1 w - - 1 41,110,5.0
03HdvBe4,2025-03-01,LucyferSam,olttt,1395,1489,300+0,Normal,1-0,81,Ra5#,g5a5,8/8/8/6R1/kPr5/P7/1KP5/6R1 w - - 1 41,8/8/8/R7/kPr5/P7/1KP5/6R1 b - - 2 41,87,2.0
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,1,d4,d2d4,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,180,-0.0
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,2,Nf6,g8f6,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,180,-0.0
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,3,c4,c2c4,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,180,-0.0
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,4,e6,e7e6,rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,179,1.0
