player,game_id,rating_bin,split_by_player,split_by_games,player_color,player_elo,opponent_elo,time_control,half_move,move,move_uci,fen_before,fen_after,clock,clock_delta,is_used,move_thinking_time,move_maia1_1100,fen_maia1_1100,move_maia1_1200,fen_maia1_1200,move_maia1_1300,fen_maia1_1300,move_maia1_1400,fen_maia1_1400,move_maia1_1500,fen_maia1_1500,move_maia1_1600,fen_maia1_1600,move_maia1_1700,fen_maia1_1700,move_maia1_1800,fen_maia1_1800,move_maia1_1900,fen_maia1_1900
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,87,Nc3,d5c3,3R4/r6p/6p1/2pN2k1/2P5/1P6/bK1n4/8 w - - 1 44,3R4/r6p/6p1/2p3k1/2P5/1PN5/bK1n4/8 b - - 2 44,171,1.0,True,1.0,d5c3,3R4/r6p/6p1/2p3k1/2P5/1PN5/bK1n4/8 b - - 2 44,d8c8,2R5/r6p/6p1/2pN2k1/2P5/1P6/bK1n4/8 b - - 2 44,d5c3,3R4/r6p/6p1/2p3k1/2P5/1PN5/bK1n4/8 b - - 2 44,d5c3,3R4/r6p/6p1/2p3k1/2P5/1PN5/bK1n4/8 b - - 2 44,d5c3,3R4/r6p/6p1/2p3k1/2P5/1PN5/bK1n4/8 b - - 2 44,d5c3,3R4/r6p/6p1/2p3k1/2P5/1PN5/bK1n4/8 b - - 2 44,d5c3,3R4/r6p/6p1/2p3k1/2P5/1PN5/bK1n4/8 b - - 2 44,d5c3,3R4/r6p/6p1/2p3k1/2P5/1PN5/bK1n4/8 b - - 2 44,d5c3,3R4/r6p/6p1/2p3k1/2P5/1PN5/bK1n4/8 b - - 2 44
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,88,Nxc4+,d2c4,3R4/r6p/6p1/2p3k1/2P5/1PN5/bK1n4/8 b - - 2 44,3R4/r6p/6p1/2p3k1/2n5/1PN5/bK6/8 w - - 0 45,17,2.0,True,2.0,a2b3,3R4/r6p/6p1/2p3k1/2P5/1bN5/1K1n4/8 w - - 0 45,a2b3,3R4/r6p/6p1/2p3k1/2P5/1bN5/1K1n4/8 w - - 0 45,a2b3,3R4/r6p/6p1/2p3k1/2P5/1bN5/1K1n4/8 w - - 0 45,a2b3,3R4/r6p/6p1/2p3k1/2P5/1bN5/1K1n4/8 w - - 0 45,d2b3,3R4/r6p/6p1/2p3k1/2P5/1nN5/bK6/8 w - - 0 45,a2b3,3R4/r6p/6p1/2p3k1/2P5/1bN5/1K1n4/8 w - - 0 45,d2b3,3R4/r6p/6p1/2p3k1/2P5/1nN5/bK6/8 w - - 0 45,d2b3,3R4/r6p/6p1/2p3k1/2P5/1nN5/bK6/8 w - - 0 45,a2b3,3R4/r6p/6p1/2p3k1/2P5/1bN5/1K1n4/8 w - - 0 45
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,89,bxc4,b3c4,3R4/r6p/6p1/2p3k1/2n5/1PN5/bK6/8 w - - 0 45,3R4/r6p/6p1/2p3k1/2P5/2N5/bK6/8 b - - 0 45,168,3.0,True,3.0,b3c4,3R4/r6p/6p1/2p3k1/2P5/2N5/bK6/8 b - - 0 45,b3c4,3R4/r6p/6p1/2p3k1/2P5/2N5/bK6/8 b - - 0 45,b3c4,3R4/r6p/6p1/2p3k1/2P5/2N5/bK6/8 b - - 0 45,b3c4,3R4/r6p/6p1/2p3k1/2P5/2N5/bK6/8 b - - 0 45,b3c4,3R4/r6p/6p1/2p3k1/2P5/2N5/bK6/8 b - - 0 45,b3c4,3R4/r6p/6p1/2p3k1/2P5/2N5/bK6/8 b - - 0 45,b3c4,3R4/r6p/6p1/2p3k1/2P5/2N5/bK6/8 b - - 0 45,b3c4,3R4/r6p/6p1/2p3k1/2P5/2N5/bK6/8 b - - 0 45,b3c4,3R4/r6p/6p1/2p3k1/2P5/2N5/bK6/8 b - - 0 45
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,90,Bxc4,a2c4,3R4/r6p/6p1/2p3k1/2P5/2N5/bK6/8 b - - 0 45,3R4/r6p/6p1/2p3k1/2b5/2N5/1K6/8 w - - 0 46,17,-0.0,True,0.0,a2c4,3R4/r6p/6p1/2p3k1/2b5/2N5/1K6/8 w - - 0 46,a2c4,3R4/r6p/6p1/2p3k1/2b5/2N5/1K6/8 w - - 0 46,a2c4,3R4/r6p/6p1/2p3k1/2b5/2N5/1K6/8 w - - 0 46,a2c4,3R4/r6p/6p1/2p3k1/2b5/2N5/1K6/8 w - - 0 46,a2c4,3R4/r6p/6p1/2p3k1/2b5/2N5/1K6/8 w - - 0 46,a2c4,3R4/r6p/6p1/2p3k1/2b5/2N5/1K6/8 w - - 0 46,a2c4,3R4/r6p/6p1/2p3k1/2b5/2N5/1K6/8 w - - 0 46,a2c4,3R4/r6p/6p1/2p3k1/2b5/2N5/1K6/8 w - - 0 46,a2c4,3R4/r6p/6p1/2p3k1/2b5/2N5/1K6/8 w - - 0 46
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,91,Nd5,c3d5,3R4/r6p/6p1/2p3k1/2b5/2N5/1K6/8 w - - 0 46,3R4/r6p/6p1/2pN2k1/2b5/8/1K6/8 b - - 1 46,164,4.0,True,4.0,c3e4,3R4/r6p/6p1/2p3k1/2b1N3/8/1K6/8 b - - 1 46,c3e4,3R4/r6p/6p1/2p3k1/2b1N3/8/1K6/8 b - - 1 46,c3e4,3R4/r6p/6p1/2p3k1/2b1N3/8/1K6/8 b - - 1 46,c3e4,3R4/r6p/6p1/2p3k1/2b1N3/8/1K6/8 b - - 1 46,d8c8,2R5/r6p/6p1/2p3k1/2b5/2N5/1K6/8 b - - 1 46,c3e4,3R4/r6p/6p1/2p3k1/2b1N3/8/1K6/8 b - - 1 46,c3e4,3R4/r6p/6p1/2p3k1/2b1N3/8/1K6/8 b - - 1 46,c3e4,3R4/r6p/6p1/2p3k1/2b1N3/8/1K6/8 b - - 1 46,c3e4,3R4/r6p/6p1/2p3k1/2b1N3/8/1K6/8 b - - 1 46
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,92,Rb7+,a7b7,3R4/r6p/6p1/2pN2k1/2b5/8/1K6/8 b - - 1 46,3R4/1r5p/6p1/2pN2k1/2b5/8/1K6/8 w - - 2 47,14,3.0,True,3.0,c4d5,3R4/r6p/6p1/2pb2k1/8/8/1K6/8 w - - 0 47,a7b7,3R4/1r5p/6p1/2pN2k1/2b5/8/1K6/8 w - - 2 47,c4d5,3R4/r6p/6p1/2pb2k1/8/8/1K6/8 w - - 0 47,a7a2,3R4/7p/6p1/2pN2k1/2b5/8/rK6/8 w - - 2 47,c4d5,3R4/r6p/6p1/2pb2k1/8/8/1K6/8 w - - 0 47,h7h5,3R4/r7/6p1/2pN2kp/2b5/8/1K6/8 w - - 0 47,c4d5,3R4/r6p/6p1/2pb2k1/8/8/1K6/8 w - - 0 47,c4d5,3R4/r6p/6p1/2pb2k1/8/8/1K6/8 w - - 0 47,c4d5,3R4/r6p/6p1/2pb2k1/8/8/1K6/8 w - - 0 47
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,93,Kc3,b2c3,3R4/1r5p/6p1/2pN2k1/2b5/8/1K6/8 w - - 2 47,3R4/1r5p/6p1/2pN2k1/2b5/2K5/8/8 b - - 3 47,163,1.0,True,1.0,b2c3,3R4/1r5p/6p1/2pN2k1/2b5/2K5/8/8 b - - 3 47,b2c3,3R4/1r5p/6p1/2pN2k1/2b5/2K5/8/8 b - - 3 47,b2c3,3R4/1r5p/6p1/2pN2k1/2b5/2K5/8/8 b - - 3 47,b2c3,3R4/1r5p/6p1/2pN2k1/2b5/2K5/8/8 b - - 3 47,b2c3,3R4/1r5p/6p1/2pN2k1/2b5/2K5/8/8 b - - 3 47,b2c3,3R4/1r5p/6p1/2pN2k1/2b5/2K5/8/8 b - - 3 47,b2c3,3R4/1r5p/6p1/2pN2k1/2b5/2K5/8/8 b - - 3 47,b2c3,3R4/1r5p/6p1/2pN2k1/2b5/2K5/8/8 b - - 3 47,b2c3,3R4/1r5p/6p1/2pN2k1/2b5/2K5/8/8 b - - 3 47
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,94,Bxd5,c4d5,3R4/1r5p/6p1/2pN2k1/2b5/2K5/8/8 b - - 3 47,3R4/1r5p/6p1/2pb2k1/8/2K5/8/8 w - - 0 48,13,1.0,True,1.0,c4d5,3R4/1r5p/6p1/2pb2k1/8/2K5/8/8 w - - 0 48,c4d5,3R4/1r5p/6p1/2pb2k1/8/2K5/8/8 w - - 0 48,c4d5,3R4/1r5p/6p1/2pb2k1/8/2K5/8/8 w - - 0 48,c4d5,3R4/1r5p/6p1/2pb2k1/8/2K5/8/8 w - - 0 48,c4d5,3R4/1r5p/6p1/2pb2k1/8/2K5/8/8 w - - 0 48,c4d5,3R4/1r5p/6p1/2pb2k1/8/2K5/8/8 w - - 0 48,c4d5,3R4/1r5p/6p1/2pb2k1/8/2K5/8/8 w - - 0 48,c4d5,3R4/1r5p/6p1/2pb2k1/8/2K5/8/8 w - - 0 48,c4d5,3R4/1r5p/6p1/2pb2k1/8/2K5/8/8 w - - 0 48
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,95,Rxd5+,d8d5,3R4/1r5p/6p1/2pb2k1/8/2K5/8/8 w - - 0 48,8/1r5p/6p1/2pR2k1/8/2K5/8/8 b - - 0 48,162,1.0,True,1.0,d8d5,8/1r5p/6p1/2pR2k1/8/2K5/8/8 b - - 0 48,d8d5,8/1r5p/6p1/2pR2k1/8/2K5/8/8 b - - 0 48,d8d5,8/1r5p/6p1/2pR2k1/8/2K5/8/8 b - - 0 48,d8d5,8/1r5p/6p1/2pR2k1/8/2K5/8/8 b - - 0 48,d8d5,8/1r5p/6p1/2pR2k1/8/2K5/8/8 b - - 0 48,d8d5,8/1r5p/6p1/2pR2k1/8/2K5/8/8 b - - 0 48,d8d5,8/1r5p/6p1/2pR2k1/8/2K5/8/8 b - - 0 48,d8d5,8/1r5p/6p1/2pR2k1/8/2K5/8/8 b - - 0 48,d8d5,8/1r5p/6p1/2pR2k1/8/2K5/8/8 b - - 0 48
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,96,Kf6,g5f6,8/1r5p/6p1/2pR2k1/8/2K5/8/8 b - - 0 48,8/1r5p/5kp1/2pR4/8/2K5/8/8 w - - 1 49,12,1.0,True,1.0,g5h6,8/1r5p/6pk/2pR4/8/2K5/8/8 w - - 1 49,g5h6,8/1r5p/6pk/2pR4/8/2K5/8/8 w - - 1 49,g5f4,8/1r5p/6p1/2pR4/5k2/2K5/8/8 w - - 1 49,g5h6,8/1r5p/6pk/2pR4/8/2K5/8/8 w - - 1 49,g5f4,8/1r5p/6p1/2pR4/5k2/2K5/8/8 w - - 1 49,g5h6,8/1r5p/6pk/2pR4/8/2K5/8/8 w - - 1 49,g5g4,8/1r5p/6p1/2pR4/6k1/2K5/8/8 w - - 1 49,g5h4,8/1r5p/6p1/2pR4/7k/2K5/8/8 w - - 1 49,g5f4,8/1r5p/6p1/2pR4/5k2/2K5/8/8 w - - 1 49
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,97,Rxc5,d5c5,8/1r5p/5kp1/2pR4/8/2K5/8/8 w - - 1 49,8/1r5p/5kp1/2R5/8/2K5/8/8 b - - 0 49,161,1.0,True,1.0,d5c5,8/1r5p/5kp1/2R5/8/2K5/8/8 b - - 0 49,d5c5,8/1r5p/5kp1/2R5/8/2K5/8/8 b - - 0 49,d5c5,8/1r5p/5kp1/2R5/8/2K5/8/8 b - - 0 49,d5c5,8/1r5p/5kp1/2R5/8/2K5/8/8 b - - 0 49,d5c5,8/1r5p/5kp1/2R5/8/2K5/8/8 b - - 0 49,d5c5,8/1r5p/5kp1/2R5/8/2K5/8/8 b - - 0 49,d5c5,8/1r5p/5kp1/2R5/8/2K5/8/8 b - - 0 49,d5c5,8/1r5p/5kp1/2R5/8/2K5/8/8 b - - 0 49,d5c5,8/1r5p/5kp1/2R5/8/2K5/8/8 b - - 0 49
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,98,h5,h7h5,8/1r5p/5kp1/2R5/8/2K5/8/8 b - - 0 49,8/1r6/5kp1/2R4p/8/2K5/8/8 w - - 0 50,11,1.0,True,1.0,g6g5,8/1r5p/5k2/2R3p1/8/2K5/8/8 w - - 0 50,h7h5,8/1r6/5kp1/2R4p/8/2K5/8/8 w - - 0 50,g6g5,8/1r5p/5k2/2R3p1/8/2K5/8/8 w - - 0 50,h7h5,8/1r6/5kp1/2R4p/8/2K5/8/8 w - - 0 50,h7h5,8/1r6/5kp1/2R4p/8/2K5/8/8 w - - 0 50,h7h5,8/1r6/5kp1/2R4p/8/2K5/8/8 w - - 0 50,h7h5,8/1r6/5kp1/2R4p/8/2K5/8/8 w - - 0 50,h7h5,8/1r6/5kp1/2R4p/8/2K5/8/8 w - - 0 50,h7h5,8/1r6/5kp1/2R4p/8/2K5/8/8 w - - 0 50
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,99,Kd3,c3d3,8/1r6/5kp1/2R4p/8/2K5/8/8 w - - 0 50,8/1r6/5kp1/2R4p/8/3K4/8/8 b - - 1 50,159,2.0,True,2.0,c3d4,8/1r6/5kp1/2R4p/3K4/8/8/8 b - - 1 50,c3d3,8/1r6/5kp1/2R4p/8/3K4/8/8 b - - 1 50,c5c6,8/1r6/2R2kp1/7p/8/2K5/8/8 b - - 1 50,c3d3,8/1r6/5kp1/2R4p/8/3K4/8/8 b - - 1 50,c3d4,8/1r6/5kp1/2R4p/3K4/8/8/8 b - - 1 50,c3d4,8/1r6/5kp1/2R4p/3K4/8/8/8 b - - 1 50,c3d4,8/1r6/5kp1/2R4p/3K4/8/8/8 b - - 1 50,c3d4,8/1r6/5kp1/2R4p/3K4/8/8/8 b - - 1 50,c3d3,8/1r6/5kp1/2R4p/8/3K4/8/8 b - - 1 50
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,100,Kg7,f6g7,8/1r6/5kp1/2R4p/8/3K4/8/8 b - - 1 50,8/1r4k1/6p1/2R4p/8/3K4/8/8 w - - 2 51,11,-0.0,True,0.0,h5h4,8/1r6/5kp1/2R5/7p/3K4/8/8 w - - 0 51,b7d7,8/3r4/5kp1/2R4p/8/3K4/8/8 w - - 2 51,b7d7,8/3r4/5kp1/2R4p/8/3K4/8/8 w - - 2 51,b7d7,8/3r4/5kp1/2R4p/8/3K4/8/8 w - - 2 51,b7d7,8/3r4/5kp1/2R4p/8/3K4/8/8 w - - 2 51,b7d7,8/3r4/5kp1/2R4p/8/3K4/8/8 w - - 2 51,h5h4,8/1r6/5kp1/2R5/7p/3K4/8/8 w - - 0 51,h5h4,8/1r6/5kp1/2R5/7p/3K4/8/8 w - - 0 51,h5h4,8/1r6/5kp1/2R5/7p/3K4/8/8 w - - 0 51
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,101,Ke4,d3e4,8/1r4k1/6p1/2R4p/8/3K4/8/8 w - - 2 51,8/1r4k1/6p1/2R4p/4K3/8/8/8 b - - 3 51,157,2.0,True,2.0,d3e3,8/1r4k1/6p1/2R4p/8/4K3/8/8 b - - 3 51,d3e4,8/1r4k1/6p1/2R4p/4K3/8/8/8 b - - 3 51,d3e3,8/1r4k1/6p1/2R4p/8/4K3/8/8 b - - 3 51,d3e3,8/1r4k1/6p1/2R4p/8/4K3/8/8 b - - 3 51,d3e3,8/1r4k1/6p1/2R4p/8/4K3/8/8 b - - 3 51,d3e3,8/1r4k1/6p1/2R4p/8/4K3/8/8 b - - 3 51,d3e3,8/1r4k1/6p1/2R4p/8/4K3/8/8 b - - 3 51,d3e4,8/1r4k1/6p1/2R4p/4K3/8/8/8 b - - 3 51,d3e4,8/1r4k1/6p1/2R4p/4K3/8/8/8 b - - 3 51
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,102,Rb6,b7b6,8/1r4k1/6p1/2R4p/4K3/8/8/8 b - - 3 51,8/6k1/1r4p1/2R4p/4K3/8/8/8 w - - 4 52,10,1.0,True,1.0,h5h4,8/1r4k1/6p1/2R5/4K2p/8/8/8 w - - 0 52,b7b4,8/6k1/6p1/2R4p/1r2K3/8/8/8 w - - 4 52,b7b4,8/6k1/6p1/2R4p/1r2K3/8/8/8 w - - 4 52,g7h6,8/1r6/6pk/2R4p/4K3/8/8/8 w - - 4 52,g7h6,8/1r6/6pk/2R4p/4K3/8/8/8 w - - 4 52,b7b4,8/6k1/6p1/2R4p/1r2K3/8/8/8 w - - 4 52,g7h6,8/1r6/6pk/2R4p/4K3/8/8/8 w - - 4 52,g7h6,8/1r6/6pk/2R4p/4K3/8/8/8 w - - 4 52,g7h6,8/1r6/6pk/2R4p/4K3/8/8/8 w - - 4 52
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,103,Kf4,e4f4,8/6k1/1r4p1/2R4p/4K3/8/8/8 w - - 4 52,8/6k1/1r4p1/2R4p/5K2/8/8/8 b - - 5 52,156,1.0,True,1.0,e4f4,8/6k1/1r4p1/2R4p/5K2/8/8/8 b - - 5 52,e4f4,8/6k1/1r4p1/2R4p/5K2/8/8/8 b - - 5 52,c5c7,8/2R3k1/1r4p1/7p/4K3/8/8/8 b - - 5 52,e4f4,8/6k1/1r4p1/2R4p/5K2/8/8/8 b - - 5 52,e4f4,8/6k1/1r4p1/2R4p/5K2/8/8/8 b - - 5 52,e4f4,8/6k1/1r4p1/2R4p/5K2/8/8/8 b - - 5 52,e4f4,8/6k1/1r4p1/2R4p/5K2/8/8/8 b - - 5 52,e4f4,8/6k1/1r4p1/2R4p/5K2/8/8/8 b - - 5 52,e4f4,8/6k1/1r4p1/2R4p/5K2/8/8/8 b - - 5 52
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,104,Rf6+,b6f6,8/6k1/1r4p1/2R4p/5K2/8/8/8 b - - 5 52,8/6k1/5rp1/2R4p/5K2/8/8/8 w - - 6 53,9,1.0,True,1.0,b6b4,8/6k1/6p1/2R4p/1r3K2/8/8/8 w - - 6 53,g7h6,8/8/1r4pk/2R4p/5K2/8/8/8 w - - 6 53,b6b4,8/6k1/6p1/2R4p/1r3K2/8/8/8 w - - 6 53,g7h6,8/8/1r4pk/2R4p/5K2/8/8/8 w - - 6 53,b6b4,8/6k1/6p1/2R4p/1r3K2/8/8/8 w - - 6 53,g7h6,8/8/1r4pk/2R4p/5K2/8/8/8 w - - 6 53,g7h6,8/8/1r4pk/2R4p/5K2/8/8/8 w - - 6 53,g7h6,8/8/1r4pk/2R4p/5K2/8/8/8 w - - 6 53,g7h6,8/8/1r4pk/2R4p/5K2/8/8/8 w - - 6 53
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,105,Kg5,f4g5,8/6k1/5rp1/2R4p/5K2/8/8/8 w - - 6 53,8/6k1/5rp1/2R3Kp/8/8/8/8 b - - 7 53,155,1.0,True,1.0,f4g5,8/6k1/5rp1/2R3Kp/8/8/8/8 b - - 7 53,f4g5,8/6k1/5rp1/2R3Kp/8/8/8/8 b - - 7 53,f4g5,8/6k1/5rp1/2R3Kp/8/8/8/8 b - - 7 53,f4g5,8/6k1/5rp1/2R3Kp/8/8/8/8 b - - 7 53,f4g5,8/6k1/5rp1/2R3Kp/8/8/8/8 b - - 7 53,f4g5,8/6k1/5rp1/2R3Kp/8/8/8/8 b - - 7 53,f4g5,8/6k1/5rp1/2R3Kp/8/8/8/8 b - - 7 53,f4g3,8/6k1/5rp1/2R4p/8/6K1/8/8 b - - 7 53,f4g5,8/6k1/5rp1/2R3Kp/8/8/8/8 b - - 7 53
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,106,Rf5+,f6f5,8/6k1/5rp1/2R3Kp/8/8/8/8 b - - 7 53,8/6k1/6p1/2R2rKp/8/8/8/8 w - - 8 54,8,1.0,True,1.0,f6f5,8/6k1/6p1/2R2rKp/8/8/8/8 w - - 8 54,f6f5,8/6k1/6p1/2R2rKp/8/8/8/8 w - - 8 54,f6f5,8/6k1/6p1/2R2rKp/8/8/8/8 w - - 8 54,f6f5,8/6k1/6p1/2R2rKp/8/8/8/8 w - - 8 54,f6f5,8/6k1/6p1/2R2rKp/8/8/8/8 w - - 8 54,f6f5,8/6k1/6p1/2R2rKp/8/8/8/8 w - - 8 54,f6f7,8/5rk1/6p1/2R3Kp/8/8/8/8 w - - 8 54,f6f5,8/6k1/6p1/2R2rKp/8/8/8/8 w - - 8 54,f6f5,8/6k1/6p1/2R2rKp/8/8/8/8 w - - 8 54
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,107,Rxf5,c5f5,8/6k1/6p1/2R2rKp/8/8/8/8 w - - 8 54,8/6k1/6p1/5RKp/8/8/8/8 b - - 0 54,149,6.0,True,6.0,c5f5,8/6k1/6p1/5RKp/8/8/8/8 b - - 0 54,c5f5,8/6k1/6p1/5RKp/8/8/8/8 b - - 0 54,c5f5,8/6k1/6p1/5RKp/8/8/8/8 b - - 0 54,c5f5,8/6k1/6p1/5RKp/8/8/8/8 b - - 0 54,c5f5,8/6k1/6p1/5RKp/8/8/8/8 b - - 0 54,c5f5,8/6k1/6p1/5RKp/8/8/8/8 b - - 0 54,c5f5,8/6k1/6p1/5RKp/8/8/8/8 b - - 0 54,c5f5,8/6k1/6p1/5RKp/8/8/8/8 b - - 0 54,c5f5,8/6k1/6p1/5RKp/8/8/8/8 b - - 0 54
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,108,gxf5,g6f5,8/6k1/6p1/5RKp/8/8/8/8 b - - 0 54,8/6k1/8/5pKp/8/8/8/8 w - - 0 55,8,-0.0,True,0.0,g6f5,8/6k1/8/5pKp/8/8/8/8 w - - 0 55,g6f5,8/6k1/8/5pKp/8/8/8/8 w - - 0 55,g6f5,8/6k1/8/5pKp/8/8/8/8 w - - 0 55,g6f5,8/6k1/8/5pKp/8/8/8/8 w - - 0 55,g6f5,8/6k1/8/5pKp/8/8/8/8 w - - 0 55,g6f5,8/6k1/8/5pKp/8/8/8/8 w - - 0 55,g6f5,8/6k1/8/5pKp/8/8/8/8 w - - 0 55,g6f5,8/6k1/8/5pKp/8/8/8/8 w - - 0 55,g6f5,8/6k1/8/5pKp/8/8/8/8 w - - 0 55
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,109,Kxf5,g5f5,8/6k1/8/5pKp/8/8/8/8 w - - 0 55,8/6k1/8/5K1p/8/8/8/8 b - - 0 55,149,-0.0,True,0.0,g5f5,8/6k1/8/5K1p/8/8/8/8 b - - 0 55,g5f5,8/6k1/8/5K1p/8/8/8/8 b - - 0 55,g5f5,8/6k1/8/5K1p/8/8/8/8 b - - 0 55,g5f5,8/6k1/8/5K1p/8/8/8/8 b - - 0 55,g5f5,8/6k1/8/5K1p/8/8/8/8 b - - 0 55,g5f5,8/6k1/8/5K1p/8/8/8/8 b - - 0 55,g5f5,8/6k1/8/5K1p/8/8/8/8 b - - 0 55,g5f5,8/6k1/8/5K1p/8/8/8/8 b - - 0 55,g5f5,8/6k1/8/5K1p/8/8/8/8 b - - 0 55
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,110,Kh6,g7h6,8/6k1/8/5K1p/8/8/8/8 b - - 0 55,8/8/7k/5K1p/8/8/8/8 w - - 1 56,7,1.0,True,1.0,h5h4,8/6k1/8/5K2/7p/8/8/8 w - - 0 56,g7h6,8/8/7k/5K1p/8/8/8/8 w - - 1 56,h5h4,8/6k1/8/5K2/7p/8/8/8 w - - 0 56,g7h6,8/8/7k/5K1p/8/8/8/8 w - - 1 56,g7h6,8/8/7k/5K1p/8/8/8/8 w - - 1 56,h5h4,8/6k1/8/5K2/7p/8/8/8 w - - 0 56,g7h6,8/8/7k/5K1p/8/8/8/8 w - - 1 56,g7h6,8/8/7k/5K1p/8/8/8/8 w - - 1 56,g7h6,8/8/7k/5K1p/8/8/8/8 w - - 1 56
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,111,Kf4,f5f4,8/8/7k/5K1p/8/8/8/8 w - - 1 56,8/8/7k/7p/5K2/8/8/8 b - - 2 56,149,-0.0,True,0.0,f5f4,8/8/7k/7p/5K2/8/8/8 b - - 2 56,f5f4,8/8/7k/7p/5K2/8/8/8 b - - 2 56,f5f4,8/8/7k/7p/5K2/8/8/8 b - - 2 56,f5f4,8/8/7k/7p/5K2/8/8/8 b - - 2 56,f5f4,8/8/7k/7p/5K2/8/8/8 b - - 2 56,f5f4,8/8/7k/7p/5K2/8/8/8 b - - 2 56,f5f4,8/8/7k/7p/5K2/8/8/8 b - - 2 56,f5f4,8/8/7k/7p/5K2/8/8/8 b - - 2 56,f5f4,8/8/7k/7p/5K2/8/8/8 b - - 2 56
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,112,Kg6,h6g6,8/8/7k/7p/5K2/8/8/8 b - - 2 56,8/8/6k1/7p/5K2/8/8/8 w - - 3 57,6,1.0,True,1.0,h5h4,8/8/7k/8/5K1p/8/8/8 w - - 0 57,h6g6,8/8/6k1/7p/5K2/8/8/8 w - - 3 57,h6g6,8/8/6k1/7p/5K2/8/8/8 w - - 3 57,h6g6,8/8/6k1/7p/5K2/8/8/8 w - - 3 57,h6g6,8/8/6k1/7p/5K2/8/8/8 w - - 3 57,h6g6,8/8/6k1/7p/5K2/8/8/8 w - - 3 57,h6g6,8/8/6k1/7p/5K2/8/8/8 w - - 3 57,h6g6,8/8/6k1/7p/5K2/8/8/8 w - - 3 57,h5h4,8/8/7k/8/5K1p/8/8/8 w - - 0 57
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,113,Kg3,f4g3,8/8/6k1/7p/5K2/8/8/8 w - - 3 57,8/8/6k1/7p/8/6K1/8/8 b - - 4 57,148,1.0,True,1.0,f4g3,8/8/6k1/7p/8/6K1/8/8 b - - 4 57,f4g3,8/8/6k1/7p/8/6K1/8/8 b - - 4 57,f4g3,8/8/6k1/7p/8/6K1/8/8 b - - 4 57,f4g3,8/8/6k1/7p/8/6K1/8/8 b - - 4 57,f4g3,8/8/6k1/7p/8/6K1/8/8 b - - 4 57,f4g3,8/8/6k1/7p/8/6K1/8/8 b - - 4 57,f4g3,8/8/6k1/7p/8/6K1/8/8 b - - 4 57,f4g3,8/8/6k1/7p/8/6K1/8/8 b - - 4 57,f4g3,8/8/6k1/7p/8/6K1/8/8 b - - 4 57
Gt31978,lQnOJGdW,1700_1800,test,train,black,1706,1685,300+0,114,Kg5,g6g5,8/8/6k1/7p/8/6K1/8/8 b - - 4 57,8/8/8/6kp/8/6K1/8/8 w - - 5 58,6,-0.0,True,0.0,g6g5,8/8/8/6kp/8/6K1/8/8 w - - 5 58,g6g5,8/8/8/6kp/8/6K1/8/8 w - - 5 58,g6g5,8/8/8/6kp/8/6K1/8/8 w - - 5 58,g6g5,8/8/8/6kp/8/6K1/8/8 w - - 5 58,g6g5,8/8/8/6kp/8/6K1/8/8 w - - 5 58,g6g5,8/8/8/6kp/8/6K1/8/8 w - - 5 58,g6g5,8/8/8/6kp/8/6K1/8/8 w - - 5 58,g6g5,8/8/8/6kp/8/6K1/8/8 w - - 5 58,g6g5,8/8/8/6kp/8/6K1/8/8 w - - 5 58
